request_id,timestamp,service,endpoint,method,status_code,latency_ms
req-004463,2026-03-02T18:44:35Z,catalog,/v1/items,GET,200,61
req-003672,2026-03-02T11:34:27Z,search,/v1/query,GET,502,437
req-004049,2026-03-02T14:42:51Z,catalog,/v1/items,PUT,201,178
req-001196,2026-03-01T11:02:42Z,catalog,/v1/items,GET,200,54
req-004864,2026-03-02T22:03:12Z,catalog,/v1/items,GET,200,84
req-006304,2026-03-03T12:40:23Z,billing,/v1/invoices,GET,200,1875
req-000746,2026-03-01T07:03:17Z,auth,/v1/login,POST,201,39
req-001136,2026-03-01T11:21:58Z,billing,/v1/invoices,GET,200,1880
req-003438,2026-03-02T09:08:42Z,checkout,/v1/pay,POST,200,270
req-007080,2026-03-03T19:28:33Z,catalog,/v1/items,GET,200,34
req-002178,2026-03-01T20:54:00Z,search,/v1/cache,DELETE,200,119
req-007528,2026-03-03T23:08:07Z,catalog,/v1/items,GET,204,79
req-000370,2026-03-01T03:22:03Z,catalog,/v1/items,GET,200,64
req-000128,2026-03-01T01:03:12Z,search,/v1/query,GET,201,363
req-001224,2026-03-01T12:31:23Z,checkout,/v1/pay,POST,504,209
req-003772,2026-03-02T12:51:00Z,search,/v1/query,GET,204,488
req-006256,2026-03-03T11:53:33Z,catalog,/v1/items,GET,201,52
req-000149,2026-03-01T01:16:29Z,auth,/v1/login,POST,404,74
req-006296,2026-03-03T12:52:29Z,checkout,/v1/pay,POST,204,209
req-006943,2026-03-03T18:11:35Z,search,/v1/query,GET,200,307
req-001904,2026-03-01T18:16:56Z,auth,/v1/login,POST,204,88
req-000264,2026-03-01T02:45:46Z,catalog,/v1/items,GET,201,95
req-005948,2026-03-03T08:21:04Z,catalog,/v1/items,GET,200,81
req-000283,2026-03-01T02:25:03Z,catalog,/v1/items,GET,204,45
req-002531,2026-03-02T00:30:09Z,auth,/v1/login,POST,201,101
req-000897,2026-03-01T08:26:59Z,catalog,/v1/items,GET,200,77
req-001981,2026-03-01T19:01:31Z,checkout,/v1/pay,POST,200,176
req-001414,2026-03-01T13:51:31Z,catalog,/v1/items,GET,204,40
req-004926,2026-03-02T23:35:17Z,search,/v1/query,GET,201,494
req-003402,2026-03-02T08:13:37Z,catalog,/v1/items,GET,204,59
req-006769,2026-03-03T16:29:03Z,catalog,/v1/items,GET,200,88
req-005022,2026-03-03T00:24:17Z,billing,/v1/invoices,GET,200,239
req-002346,2026-03-01T22:00:30Z,catalog,/v1/items,GET,200,80
req-003444,2026-03-02T09:11:38Z,checkout,/v1/pay,POST,500,189
req-000940,2026-03-01T09:41:08Z,search,/v1/query,GET,500,377
req-003415,2026-03-02T08:48:17Z,catalog,/v1/items,PUT,200,74
req-002795,2026-03-02T03:48:44Z,checkout,/v1/pay,POST,200,107
req-005776,2026-03-03T07:23:02Z,billing,/v1/invoices,GET,201,326
req-001885,2026-03-01T18:35:22Z,billing,/v1/invoices,GET,204,358
req-006744,2026-03-03T16:11:11Z,auth,/v1/login,POST,204,63
req-003813,2026-03-02T12:24:53Z,catalog,/v1/items,GET,201,58
req-001687,2026-03-01T16:17:46Z,auth,/v1/login,POST,204,66
req-000110,2026-03-01T01:03:16Z,checkout,/v1/pay,POST,200,289
req-000379,2026-03-01T03:08:17Z,catalog,/v1/items,GET,200,72
req-007151,2026-03-03T20:35:58Z,search,/v1/query,GET,200,166
req-004349,2026-03-02T17:39:42Z,catalog,/v1/items,GET,200,46
req-006258,2026-03-03T11:10:12Z,catalog,/v1/items,GET,201,129
req-004554,2026-03-02T19:26:20Z,catalog,/v1/items,GET,201,43
req-005272,2026-03-03T02:08:58Z,catalog,/v1/items,GET,201,59
req-000908,2026-03-01T08:21:05Z,auth,/v1/session,GET,200,40
req-001538,2026-03-01T14:04:17Z,catalog,/v1/items,PUT,201,82
req-004539,2026-03-02T19:57:06Z,catalog,/v1/items,GET,201,132
req-002342,2026-03-01T22:31:56Z,catalog,/v1/items,GET,201,35
req-001181,2026-03-01T11:36:43Z,catalog,/v1/items,GET,200,36
req-002444,2026-03-01T23:12:11Z,auth,/v1/login,POST,200,67
req-003693,2026-03-02T11:29:26Z,catalog,/v1/items,GET,204,51
req-006862,2026-03-03T17:41:56Z,catalog,/v1/items,GET,204,89
req-005030,2026-03-03T00:22:35Z,search,/v1/query,GET,200,382
req-005079,2026-03-03T00:33:20Z,catalog,/v1/items,GET,204,62
req-004671,2026-03-02T20:06:31Z,catalog,/v1/items,GET,201,74
req-003625,2026-03-02T10:51:57Z,catalog,/v1/items,GET,204,72
req-006273,2026-03-03T11:58:43Z,catalog,/v1/items,PUT,200,68
req-001985,2026-03-01T19:07:30Z,checkout,/v1/pay,POST,204,309
req-005697,2026-03-03T06:54:15Z,auth,/v1/login,POST,201,58
req-007369,2026-03-03T22:23:57Z,auth,/v1/login,POST,200,79
req-005042,2026-03-03T00:53:54Z,auth,/v1/login,POST,200,188
req-001467,2026-03-01T14:55:50Z,search,/v1/query,GET,502,407
req-004517,2026-03-02T19:54:48Z,auth,/v1/login,POST,200,52
req-007347,2026-03-03T22:45:07Z,checkout,/v1/pay,POST,200,144
req-001258,2026-03-01T12:56:07Z,auth,/v1/login,POST,201,102
req-006520,2026-03-03T14:11:22Z,checkout,/v1/pay,POST,504,175
req-002906,2026-03-02T04:04:35Z,checkout,/v1/pay,POST,200,117
req-000776,2026-03-01T07:40:27Z,catalog,/v1/items,GET,200,65
req-007194,2026-03-03T20:42:10Z,catalog,/v1/items,GET,204,37
req-006287,2026-03-03T11:49:55Z,search,/v1/cache,DELETE,204,29
req-007260,2026-03-03T21:23:54Z,auth,/v1/login,POST,200,74
req-007450,2026-03-03T23:22:28Z,checkout,/v1/pay,POST,204,241
req-006749,2026-03-03T16:43:36Z,auth,/v1/login,POST,201,78
req-001910,2026-03-01T18:48:16Z,auth,/v1/login,POST,200,47
req-001023,2026-03-01T10:05:27Z,checkout,/v1/pay,POST,200,473
req-001580,2026-03-01T15:17:52Z,auth,/v1/login,POST,201,88
req-006812,2026-03-03T17:13:36Z,checkout,/v1/pay,POST,204,192
req-002631,2026-03-02T01:30:25Z,auth,/v1/login,POST,201,87
req-000811,2026-03-01T08:44:45Z,checkout,/v1/pay,POST,201,248
req-002580,2026-03-02T00:56:38Z,catalog,/v1/items,PUT,204,101
req-003810,2026-03-02T12:01:35Z,catalog,/v1/items,GET,200,90
req-003562,2026-03-02T10:30:26Z,search,/v1/query,GET,204,1615
req-006264,2026-03-03T11:09:13Z,catalog,/v1/items,GET,200,56
req-007129,2026-03-03T20:29:18Z,checkout,/v1/pay,POST,200,204
req-004337,2026-03-02T17:33:49Z,catalog,/v1/items,GET,201,34
req-004187,2026-03-02T16:22:10Z,search,/v1/query,GET,204,257
req-000150,2026-03-01T01:28:22Z,auth,/v1/login,POST,201,69
req-000155,2026-03-01T01:12:39Z,auth,/v1/login,POST,200,103
req-001344,2026-03-01T13:53:27Z,billing,/v1/invoices,GET,204,472
req-004838,2026-03-02T22:34:54Z,auth,/v1/login,POST,204,106
req-005530,2026-03-03T04:33:13Z,catalog,/v1/items,PUT,204,55
req-005897,2026-03-03T08:54:57Z,auth,/v1/login,POST,200,34
req-002172,2026-03-01T20:39:20Z,auth,/v1/session,GET,204,55
req-002913,2026-03-02T04:47:00Z,billing,/v1/invoices,GET,200,368
req-002301,2026-03-01T22:16:28Z,billing,/v1/invoices,GET,201,439
req-002765,2026-03-02T02:18:11Z,catalog,/v1/items,GET,201,68
req-002332,2026-03-01T22:29:51Z,auth,/v1/login,POST,200,80
req-001386,2026-03-01T13:13:13Z,catalog,/v1/items,GET,200,64
req-005190,2026-03-03T01:00:31Z,catalog,/v1/items,GET,201,39
req-004112,2026-03-02T15:05:39Z,auth,/v1/login,POST,200,62
req-006143,2026-03-03T10:40:03Z,catalog,/v1/items,GET,200,66
req-006129,2026-03-03T10:56:27Z,auth,/v1/login,POST,200,73
req-005292,2026-03-03T02:28:18Z,catalog,/v1/items,GET,201,42
req-002591,2026-03-02T00:11:49Z,auth,/v1/session,GET,200,58
req-007051,2026-03-03T19:04:34Z,search,/v1/query,GET,201,374
req-007522,2026-03-03T23:44:36Z,catalog,/v1/items,GET,200,59
req-006552,2026-03-03T14:14:00Z,auth,/v1/login,POST,201,69
req-006741,2026-03-03T16:39:44Z,auth,/v1/login,POST,502,89
req-001586,2026-03-01T15:38:13Z,auth,/v1/login,POST,200,72
req-003147,2026-03-02T06:35:57Z,auth,/v1/login,POST,200,98
req-006977,2026-03-03T18:34:56Z,catalog,/v1/items,GET,204,71
req-002103,2026-03-01T20:30:59Z,search,/v1/query,GET,204,380
req-000166,2026-03-01T01:47:46Z,catalog,/v1/items,GET,200,33
req-001565,2026-03-01T15:45:34Z,billing,/v1/invoices,GET,201,1759
req-004537,2026-03-02T19:13:26Z,auth,/v1/login,POST,201,35
req-005953,2026-03-03T08:13:40Z,catalog,/v1/items,PUT,204,115
req-006471,2026-03-03T13:39:29Z,catalog,/v1/items,GET,200,74
req-007160,2026-03-03T20:12:22Z,auth,/v1/login,POST,200,80
req-004910,2026-03-02T23:17:16Z,checkout,/v1/pay,POST,200,196
req-000679,2026-03-01T06:14:58Z,catalog,/v1/items,GET,204,72
req-001883,2026-03-01T18:20:22Z,billing,/v1/invoices,GET,201,334
req-000622,2026-03-01T06:19:31Z,checkout,/v1/pay,POST,200,203
req-004065,2026-03-02T15:45:43Z,checkout,/v1/pay,POST,200,255
req-003851,2026-03-02T12:30:01Z,search,/v1/cache,DELETE,200,56
req-001073,2026-03-01T10:11:41Z,catalog,/v1/items,GET,201,39
req-005289,2026-03-03T02:48:09Z,catalog,/v1/items,GET,200,60
req-000258,2026-03-01T02:13:39Z,auth,/v1/login,POST,201,49
req-000712,2026-03-01T07:35:16Z,checkout,/v1/pay,POST,204,243
req-004790,2026-03-02T21:52:42Z,catalog,/v1/items,PUT,200,89
req-003423,2026-03-02T08:56:39Z,auth,/v1/session,GET,200,83
req-003632,2026-03-02T10:28:20Z,catalog,/v1/items,PUT,204,122
req-006109,2026-03-03T10:36:43Z,auth,/v1/login,POST,200,65
req-003896,2026-03-02T13:02:19Z,auth,/v1/login,POST,200,188
req-003835,2026-03-02T12:10:59Z,catalog,/v1/items,GET,200,66
req-000560,2026-03-01T05:30:24Z,auth,/v1/login,POST,502,64
req-004378,2026-03-02T18:09:53Z,checkout,/v1/pay,POST,200,222
req-003855,2026-03-02T13:08:34Z,checkout,/v1/pay,POST,504,196
req-001325,2026-03-01T12:58:42Z,search,/v1/cache,DELETE,200,41
req-002185,2026-03-01T21:32:03Z,checkout,/v1/pay,POST,201,204
req-002659,2026-03-02T01:00:36Z,catalog,/v1/items,GET,200,53
req-005650,2026-03-03T05:20:42Z,auth,/v1/session,GET,301,40
req-006655,2026-03-03T15:29:35Z,auth,/v1/login,POST,200,67
req-005085,2026-03-03T00:58:16Z,catalog,/v1/items,GET,200,50
req-002528,2026-03-02T00:56:19Z,search,/v1/query,GET,200,393
req-005868,2026-03-03T08:53:26Z,checkout,/v1/pay,POST,502,454
req-001631,2026-03-01T15:02:37Z,catalog,/v1/items,GET,204,59
req-002088,2026-03-01T20:44:25Z,checkout,/v1/pay,POST,504,212
req-003614,2026-03-02T10:23:13Z,catalog,/v1/items,GET,201,52
req-006988,2026-03-03T18:10:43Z,catalog,/v1/items,GET,200,64
req-004343,2026-03-02T17:55:07Z,catalog,/v1/items,GET,201,56
req-000191,2026-03-01T01:00:11Z,catalog,/v1/items,PUT,201,86
req-005630,2026-03-03T05:12:05Z,catalog,/v1/items,GET,201,55
req-001331,2026-03-01T13:10:30Z,checkout,/v1/pay,POST,201,210
req-003060,2026-03-02T05:21:32Z,catalog,/v1/items,GET,200,96
req-006667,2026-03-03T15:51:02Z,catalog,/v1/items,GET,201,69
req-006730,2026-03-03T16:14:32Z,search,/v1/query,GET,204,442
req-005032,2026-03-03T00:13:23Z,search,/v1/query,GET,504,357
req-002736,2026-03-02T02:22:42Z,auth,/v1/login,POST,200,47
req-001591,2026-03-01T15:18:08Z,auth,/v1/login,POST,204,107
req-004858,2026-03-02T22:10:44Z,catalog,/v1/items,GET,200,92
req-001147,2026-03-01T11:14:45Z,search,/v1/query,GET,500,258
req-005480,2026-03-03T04:37:36Z,auth,/v1/login,POST,204,63
req-001168,2026-03-01T11:33:04Z,auth,/v1/login,POST,200,48
req-003478,2026-03-02T09:36:53Z,auth,/v1/login,POST,200,84
req-001795,2026-03-01T17:27:31Z,auth,/v1/login,POST,201,94
req-005691,2026-03-03T06:43:56Z,auth,/v1/login,POST,200,85
req-001670,2026-03-01T16:02:54Z,billing,/v1/invoices,GET,200,407
req-004019,2026-03-02T14:22:01Z,catalog,/v1/items,GET,200,56
req-002617,2026-03-02T01:39:58Z,search,/v1/query,GET,500,359
req-003258,2026-03-02T07:43:08Z,auth,/v1/login,POST,200,104
req-002948,2026-03-02T04:15:23Z,auth,/v1/login,POST,200,68
req-004131,2026-03-02T15:08:32Z,catalog,/v1/items,GET,204,68
req-000482,2026-03-01T04:02:39Z,catalog,/v1/items,GET,200,72
req-005220,2026-03-03T02:45:48Z,checkout,/v1/pay,POST,204,299
req-002837,2026-03-02T03:58:35Z,auth,/v1/login,POST,200,194
req-001384,2026-03-01T13:20:48Z,catalog,/v1/items,GET,200,55
req-003512,2026-03-02T09:53:33Z,catalog,/v1/items,GET,200,38
req-006107,2026-03-03T10:26:25Z,auth,/v1/login,POST,204,83
req-001081,2026-03-01T10:56:50Z,catalog,/v1/items,GET,200,24
req-001131,2026-03-01T11:19:53Z,checkout,/v1/pay,POST,204,444
req-003617,2026-03-02T10:21:24Z,catalog,/v1/items,GET,200,65
req-004741,2026-03-02T21:10:36Z,auth,/v1/login,POST,204,98
req-000077,2026-03-01T00:16:48Z,catalog,/v1/items,GET,204,42
req-006911,2026-03-03T17:09:33Z,auth,/v1/session,GET,200,39
req-001712,2026-03-01T16:25:02Z,catalog,/v1/items,GET,200,67
req-003133,2026-03-02T06:10:07Z,auth,/v1/login,POST,200,85
req-002089,2026-03-01T20:07:07Z,checkout,/v1/pay,POST,504,200
req-005780,2026-03-03T07:45:22Z,billing,/v1/invoices,GET,200,359
req-007002,2026-03-03T18:48:20Z,catalog,/v1/items,GET,200,75
req-003519,2026-03-02T09:52:56Z,catalog,/v1/items,GET,401,151
req-003197,2026-03-02T06:00:49Z,catalog,/v1/items,PUT,200,126
req-002291,2026-03-01T22:13:56Z,checkout,/v1/pay,POST,204,233
req-007113,2026-03-03T19:56:13Z,catalog,/v1/items,PUT,204,100
req-003203,2026-03-02T06:33:31Z,auth,/v1/session,GET,200,32
req-001070,2026-03-01T10:10:16Z,auth,/v1/login,POST,200,96
req-003529,2026-03-02T09:12:08Z,auth,/v1/session,GET,302,29
req-002542,2026-03-02T00:54:01Z,auth,/v1/login,POST,200,210
req-003837,2026-03-02T12:04:49Z,catalog,/v1/items,PUT,201,63
req-002273,2026-03-01T21:29:37Z,auth,/v1/session,GET,302,37
req-002869,2026-03-02T03:46:59Z,catalog,/v1/items,GET,204,66
req-006545,2026-03-03T14:57:00Z,auth,/v1/login,POST,200,82
req-004138,2026-03-02T15:31:13Z,catalog,/v1/items,GET,200,62
req-007531,2026-03-03T23:23:40Z,catalog,/v1/items,GET,200,47
req-005068,2026-03-03T00:11:20Z,catalog,/v1/items,GET,204,47
req-007142,2026-03-03T20:05:40Z,checkout,/v1/pay,POST,200,168
req-005442,2026-03-03T04:04:18Z,checkout,/v1/pay,POST,200,227
req-004855,2026-03-02T22:36:23Z,auth,/v1/login,POST,200,61
req-004278,2026-03-02T17:51:40Z,checkout,/v1/pay,POST,200,224
req-005977,2026-03-03T09:06:40Z,checkout,/v1/pay,POST,503,294
req-003043,2026-03-02T05:50:50Z,auth,/v1/login,POST,200,35
req-000574,2026-03-01T05:31:58Z,catalog,/v1/items,GET,200,66
req-002328,2026-03-01T22:24:17Z,auth,/v1/login,POST,200,176
req-004249,2026-03-02T16:14:50Z,catalog,/v1/items,PUT,200,53
req-002349,2026-03-01T22:25:52Z,catalog,/v1/items,GET,204,68
req-003692,2026-03-02T11:27:01Z,catalog,/v1/items,GET,204,51
req-004987,2026-03-02T23:19:46Z,catalog,/v1/items,PUT,200,76
req-007035,2026-03-03T19:08:19Z,checkout,/v1/pay,POST,201,296
req-004951,2026-03-02T23:35:43Z,auth,/v1/login,POST,201,161
req-001634,2026-03-01T15:42:10Z,catalog,/v1/items,GET,200,148
req-003763,2026-03-02T12:59:43Z,billing,/v1/invoices,GET,201,264
req-007191,2026-03-03T20:23:13Z,catalog,/v1/items,GET,204,55
req-003004,2026-03-02T05:10:07Z,checkout,/v1/pay,POST,200,166
req-001717,2026-03-01T16:08:14Z,catalog,/v1/items,GET,204,89
req-006345,2026-03-03T12:17:29Z,catalog,/v1/items,GET,204,46
req-001695,2026-03-01T16:18:02Z,auth,/v1/login,POST,200,93
req-006865,2026-03-03T17:03:44Z,catalog,/v1/items,GET,200,50
req-004465,2026-03-02T18:17:47Z,catalog,/v1/items,GET,200,72
req-001348,2026-03-01T13:18:46Z,billing,/v1/invoices,GET,200,428
req-003699,2026-03-02T11:30:07Z,catalog,/v1/items,GET,204,132
req-004527,2026-03-02T19:34:38Z,auth,/v1/login,POST,201,68
req-002275,2026-03-01T21:25:30Z,auth,/v1/session,GET,201,30
req-005359,2026-03-03T03:22:26Z,auth,/v1/login,POST,200,100
req-006149,2026-03-03T10:40:21Z,catalog,/v1/items,GET,204,64
req-006024,2026-03-03T09:21:17Z,catalog,/v1/items,GET,201,84
req-003870,2026-03-02T13:35:41Z,billing,/v1/invoices,GET,200,602
req-006998,2026-03-03T18:54:50Z,catalog,/v1/items,GET,200,69
req-001982,2026-03-01T19:16:39Z,checkout,/v1/pay,POST,200,392
req-006585,2026-03-03T14:27:31Z,catalog,/v1/items,GET,200,60
req-005038,2026-03-03T00:40:50Z,auth,/v1/login,POST,200,109
req-006548,2026-03-03T14:37:13Z,auth,/v1/login,POST,200,182
req-000535,2026-03-01T05:15:02Z,search,/v1/query,GET,200,211
req-007512,2026-03-03T23:58:50Z,catalog,/v1/items,GET,201,67
req-002933,2026-03-02T04:38:43Z,auth,/v1/login,POST,201,81
req-007161,2026-03-03T20:23:08Z,auth,/v1/login,POST,204,77
req-005757,2026-03-03T06:39:07Z,search,/v1/cache,DELETE,200,45
req-007419,2026-03-03T22:38:22Z,catalog,/v1/items,GET,200,80
req-006818,2026-03-03T17:27:56Z,checkout,/v1/pay,POST,200,304
req-000334,2026-03-01T03:02:28Z,search,/v1/query,GET,200,453
req-001159,2026-03-01T11:45:03Z,auth,/v1/login,POST,201,81
req-000775,2026-03-01T07:57:20Z,catalog,/v1/items,GET,200,39
req-000326,2026-03-01T03:22:44Z,billing,/v1/invoices,GET,200,366
req-004793,2026-03-02T21:21:18Z,auth,/v1/session,GET,302,46
req-002599,2026-03-02T01:01:41Z,checkout,/v1/pay,POST,201,168
req-005538,2026-03-03T04:03:57Z,auth,/v1/session,GET,302,53
req-004806,2026-03-02T22:53:33Z,checkout,/v1/pay,POST,204,204
req-000761,2026-03-01T07:18:52Z,auth,/v1/login,POST,200,47
req-004462,2026-03-02T18:51:12Z,catalog,/v1/items,GET,200,27
req-006542,2026-03-03T14:54:50Z,auth,/v1/login,POST,204,90
req-002690,2026-03-02T02:23:33Z,checkout,/v1/pay,POST,200,258
req-004083,2026-03-02T15:07:45Z,billing,/v1/invoices,GET,200,393
req-002664,2026-03-02T01:46:21Z,catalog,/v1/items,GET,201,66
req-005604,2026-03-03T05:34:20Z,auth,/v1/login,POST,200,88
req-007380,2026-03-03T22:23:54Z,auth,/v1/login,POST,200,95
req-002374,2026-03-01T22:01:32Z,catalog,/v1/items,GET,200,50
req-001337,2026-03-01T13:04:26Z,checkout,/v1/pay,POST,200,372
req-000112,2026-03-01T01:15:07Z,checkout,/v1/pay,POST,204,230
req-000192,2026-03-01T01:05:47Z,catalog,/v1/items,PUT,201,29
req-005088,2026-03-03T00:30:37Z,catalog,/v1/items,PUT,200,175
req-004171,2026-03-02T16:04:21Z,checkout,/v1/pay,POST,204,162
req-001613,2026-03-01T15:33:27Z,catalog,/v1/items,GET,200,80
req-005792,2026-03-03T07:17:22Z,auth,/v1/login,POST,200,72
req-006490,2026-03-03T13:25:15Z,catalog,/v1/items,PUT,200,76
req-006446,2026-03-03T13:47:02Z,auth,/v1/login,POST,404,66
req-002866,2026-03-02T03:59:17Z,catalog,/v1/items,GET,200,77
req-003495,2026-03-02T09:56:49Z,catalog,/v1/items,GET,201,66
req-003222,2026-03-02T07:22:07Z,checkout,/v1/pay,POST,200,243
req-006507,2026-03-03T14:42:41Z,checkout,/v1/pay,POST,201,262
req-004719,2026-03-02T21:09:16Z,billing,/v1/invoices,GET,200,382
req-006034,2026-03-03T09:14:26Z,catalog,/v1/items,GET,200,130
req-000259,2026-03-01T02:08:54Z,auth,/v1/login,POST,201,99
req-001113,2026-03-01T10:02:30Z,auth,/v1/session,GET,201,45
req-005188,2026-03-03T01:19:43Z,catalog,/v1/items,GET,200,60
req-002734,2026-03-02T02:48:33Z,auth,/v1/login,POST,201,185
req-002218,2026-03-01T21:42:57Z,auth,/v1/login,POST,200,82
req-002133,2026-03-01T20:42:29Z,catalog,/v1/items,GET,200,108
req-004473,2026-03-02T18:10:01Z,catalog,/v1/items,PUT,201,136
req-003700,2026-03-02T11:09:56Z,catalog,/v1/items,GET,204,53
req-004418,2026-03-02T18:05:40Z,auth,/v1/login,POST,200,67
req-006267,2026-03-03T11:33:42Z,catalog,/v1/items,GET,200,69
req-001141,2026-03-01T11:41:15Z,search,/v1/query,GET,204,485
req-004664,2026-03-02T20:56:52Z,catalog,/v1/items,GET,201,62
req-001270,2026-03-01T12:02:29Z,auth,/v1/login,POST,201,78
req-003244,2026-03-02T07:21:29Z,auth,/v1/login,POST,200,78
req-000179,2026-03-01T01:04:08Z,catalog,/v1/items,GET,204,69
req-002513,2026-03-02T00:01:24Z,checkout,/v1/pay,POST,504,278
req-002232,2026-03-01T21:18:07Z,auth,/v1/login,POST,200,83
req-000590,2026-03-01T05:54:31Z,catalog,/v1/items,GET,201,54
req-006712,2026-03-03T16:23:30Z,checkout,/v1/pay,POST,200,263
req-005299,2026-03-03T02:33:05Z,catalog,/v1/items,GET,204,58
req-000931,2026-03-01T09:19:25Z,billing,/v1/invoices,GET,200,432
req-007397,2026-03-03T22:49:28Z,catalog,/v1/items,GET,200,41
req-002237,2026-03-01T21:31:01Z,catalog,/v1/items,GET,200,92
req-005889,2026-03-03T08:51:26Z,search,/v1/query,GET,200,453
req-002246,2026-03-01T21:37:54Z,catalog,/v1/items,GET,200,75
req-002081,2026-03-01T20:20:04Z,checkout,/v1/pay,POST,204,255
req-001148,2026-03-01T11:20:35Z,search,/v1/query,GET,504,453
req-007367,2026-03-03T22:43:38Z,search,/v1/query,GET,502,1901
req-002489,2026-03-01T23:46:06Z,auth,/v1/session,GET,204,31
req-002292,2026-03-01T22:01:31Z,checkout,/v1/pay,POST,201,160
req-006014,2026-03-03T09:19:13Z,auth,/v1/login,POST,200,71
req-004142,2026-03-02T15:57:13Z,catalog,/v1/items,GET,204,63
req-001944,2026-03-01T18:45:16Z,catalog,/v1/items,GET,200,45
req-001366,2026-03-01T13:27:45Z,auth,/v1/login,POST,200,72
req-001742,2026-03-01T16:27:18Z,catalog,/v1/items,PUT,200,62
req-005867,2026-03-03T08:47:50Z,checkout,/v1/pay,POST,200,169
req-006357,2026-03-03T12:00:04Z,catalog,/v1/items,GET,200,57
req-003385,2026-03-02T08:27:10Z,catalog,/v1/items,GET,204,72
req-000353,2026-03-01T03:31:46Z,auth,/v1/login,POST,200,73
req-001852,2026-03-01T17:35:43Z,catalog,/v1/items,PUT,201,98
req-007095,2026-03-03T19:21:26Z,catalog,/v1/items,GET,200,69
req-007385,2026-03-03T22:06:52Z,auth,/v1/login,POST,400,62
req-003754,2026-03-02T12:40:19Z,checkout,/v1/pay,POST,200,191
req-006234,2026-03-03T11:32:11Z,auth,/v1/login,POST,201,102
req-002579,2026-03-02T00:53:34Z,catalog,/v1/items,GET,200,49
req-004127,2026-03-02T15:41:14Z,catalog,/v1/items,GET,200,61
req-007275,2026-03-03T21:53:09Z,auth,/v1/login,POST,200,51
req-003620,2026-03-02T10:44:30Z,catalog,/v1/items,GET,200,60
req-003645,2026-03-02T11:33:59Z,checkout,/v1/pay,POST,204,190
req-001456,2026-03-01T14:41:52Z,billing,/v1/invoices,GET,200,1635
req-000049,2026-03-01T00:27:53Z,auth,/v1/login,POST,401,77
req-007121,2026-03-03T19:44:05Z,auth,/v1/session,GET,204,89
req-000215,2026-03-01T02:23:23Z,checkout,/v1/pay,POST,200,208
req-006629,2026-03-03T15:08:41Z,billing,/v1/invoices,GET,200,454
req-005513,2026-03-03T04:30:18Z,catalog,/v1/items,GET,200,55
req-002187,2026-03-01T21:22:21Z,checkout,/v1/pay,POST,503,311
req-000773,2026-03-01T07:22:43Z,catalog,/v1/items,GET,200,73
req-000349,2026-03-01T03:29:06Z,auth,/v1/login,POST,200,65
req-003690,2026-03-02T11:38:20Z,auth,/v1/login,POST,201,69
req-004240,2026-03-02T16:09:45Z,catalog,/v1/items,GET,200,48
req-005974,2026-03-03T09:15:49Z,checkout,/v1/pay,POST,200,188
